english,banjara,pos,ipa,telugu,hindi,source
brooks,khalya,n.,/khālyā/,ఖాల్యా,खाल्या,Banjara_english.docx
broomstick,banni,n.,/bānni/,బాన్ని,बान्नि,Banjara_english.docx
brother,bhayi,n.,/bhāyi/,భాయి,भायि,Banjara_english.docx
brother-in-law,bhanoyi,n.,/bhanōyi/,భనోయి,भनोयि,Banjara_english.docx
brush,kula / manjlam / l,n. / v.,/kulā/ /māñjlam/ /l/,కులా / మాంజ్లమ్ / ల్,कुला / माञ्जलम / ल,Banjara_english.docx
brushing,manjer,n.,/manjer/,మంజేర్,मन्जेर,Banjara_english.docx
bucket,bokkena,n.,/bokkena/,బొక్కెన,बोक्केन,Banjara_english.docx
buddhism,baudda jat,adj.,/baudda jāt/,బౌద్ద జాత్,बौद्द जात,Banjara_english.docx
buffalo,bhyamsa / bhyamsi,n.,/bhyāṁsā/ /bhyāmsi/,భ్యాంసా / భ్యాంసి,भ्यांसा / भ्यांसि,Banjara_english.docx
bug,kosari / nalli,n.,/kośāri/ /nalli/,కోశారి / నల్లి,कोशारि / नल्लि,Banjara_english.docx
building up the fire,anc jadakar,n.,/āñc jādākar/,ఆంచ్ జాదాకర్,आञ्च जादाकर,Banjara_english.docx
bulb,bugga,n.,/bugga/,బుగ్గ,बुग्ग,Banjara_english.docx
bull,balad / sandiya,n.,/balad/ /sandiya/,బలద్ / సందియ,बलद / सन्दिया,Banjara_english.docx
bully,raletu,n.,/ralēțu/,రలేటు,रलेटु,Banjara_english.docx
bump,phoda,n.,/phōdā/,ఫోదా,फोदा,Banjara_english.docx
bundle,pal / pot / bharo,n.,/pāl/ /pot/ /bhārō/,పాల్ / పోట్ / భారో,पाल / पोट / भारो,Banjara_english.docx
burly,jado,adv.,/jādo/,జాదో,जादो,Banjara_english.docx
burn,balenam / bal / bhunj / magro,v. / n.,/bālēnam/ /bāl/ /bhūnj/ /Magro/,బాలేనమ్ / బాల్ / భూంజ్ / మగ్రో,बालेनम / बाल / भून्ज / मग्रो,Banjara_english.docx
burning,balgo / balrocam,v.,/balgo/ /balrōcam/,బల్గో / బల్ర్రోచమ్,बल्गो / बल्रोचम,Banjara_english.docx
burning fire,lagro,v.,/lāgro/,లాగ్రో,लाग्रो,Banjara_english.docx
burnt,balgo,n.,/balgo/,బల్గో,बल्गो,Banjara_english.docx
burrow,dalda / vej,n.,/daldā/ /vēj/,దల్దా / వేజ్,दल्दा / वेज,Banjara_english.docx
bury,gad,n.,/gād/,గాద్,गाद,Banjara_english.docx
bush,bocka,n.,/bocka/,బొక్క,बोक्क,Banjara_english.docx
business organization,vyapar,n.,/vyāpār/,వ్యాపార్,व्यापार,Banjara_english.docx
bust,chamtti,n.,/chamtti/,ఛమ్త్తి,छमत्ति,Banjara_english.docx
but,napan / lapan,conj. / adv.,/napan/ /lapan/,నపన్ / లపన్,नपन / लपन,Banjara_english.docx
butcher,kater / khatik,v. / n.,/kāter/ /khatik/,కాతేర్ / ఖతిక్,कातेर / खतिक,Banjara_english.docx
butter,nuni,n.,/nūņi/,నూణి,नूणि,Banjara_english.docx
buttocks,pund,n.,/pūnd/,పూండ్,पून्ड,Banjara_english.docx
by the side of,sam,n.,/sām/,సామ్,साम,Banjara_english.docx
by threatening,camkan,v.,/camkan/,చమ్కన్,चम्कन,Banjara_english.docx
bygone,bujargojako,n.,/bujargojako/,బుజర్గొజకో,बुजर्गोजको,Banjara_english.docx
cabbage,kyabeji,n.,/kyābēji/,క్యాబేజి,क्याबेजि,Banjara_english.docx
cabin,almar,n.,/almar/,అల్మార్,अल्मार,Banjara_english.docx
calf,kelda,n.,/kēldā/,కేల్దా,केल्दा,Banjara_english.docx
call,pakar / bala / hankmar,n. / v.,/pakār/ /balā/ /hänkmär/,పకార్ / బలా / హాంక్మార్,पकार / बला / हांकमार,Banjara_english.docx
calm,samjam,n.,/samjam/,సమ్జమ్,समजम,Banjara_english.docx
camel,huntadi,n.,/huntadi/,హున్తది,हुन्तदि,Banjara_english.docx
can be given,devasu,v.,/dēvāsu/,దేవాసు,देवासु,Banjara_english.docx
can get it,layesaru,v.,/lāyesāru/,లాయేసారు,लायेसारु,Banjara_english.docx
canal,kalva,n.,/kālvä/,కాల్వ,काल्वा,Banjara_english.docx
cancel,khulanak,v.,/khulānāk/,ఖులానాక్,खुलानाक,Banjara_english.docx
cancellation,rad,n.,/rad/,రాద్,राद,Banjara_english.docx
candle,myaner diyo,n.,/myānēr diyo/,మ్యానేర్ దియో,म्यानेर दियो,Banjara_english.docx
cantankerous,kalenki,n.,/kaleńki/,కలేంకి,कलेंकि,Banjara_english.docx
capability,ayisat,n.,/ayisat/,అయిసత్,अयिसत,Banjara_english.docx
care,atkaleti,n.,/atkaļēti/,అత్కళేతి,अतकळेति,Banjara_english.docx
carefully,dhilo,adv.,/dhilo/,ధిలో,धिलो,Banjara_english.docx
carelessly,bagar atkaleti,adv.,/bagar atkaļēti/,బగర్ అత్కళేతి,बगर अतकळेति,Banjara_english.docx
carpenter,khatti,n.,/khatti/,ఖత్తి,खत्ति,Banjara_english.docx
carpenter's adze,barsa,n.,/barsa/,బర్స,बरसा,Banjara_english.docx
carriage,dhang,n.,/dhang/,ధంగ్,धंग,Banjara_english.docx
carve,chol,v.,/chōl/,ఛోల్,छोल,Banjara_english.docx
case,karan,n.,/kāran/,కారన్,कारन,Banjara_english.docx
cash,nagad,n.,/nagad/,నగద్,नगद,Banjara_english.docx
cashew nut tree,bhalamar jhad,n.,/bhalāmār jhād/,భలామార్ ఝాడ్,भलामार झाड,Banjara_english.docx
caste,kalal / jat,n.,/kaļāl/ /jat/,కళాల్ / జాత్,कळाल / जात,Banjara_english.docx
cat,bissi,n.,/bissi/,బిస్సి,बिस्सि,Banjara_english.docx
catch,pakad,n.,/pakad/,పకడ్,पकड,Banjara_english.docx
caution,vakat,n.,/vakat/,వకత్,वकत,Banjara_english.docx
cavity,khobo,n.,/khobo/,ఖోబో,खोबो,Banjara_english.docx
cease,chod,v.,/chod/,ఛోద్,छोद,Banjara_english.docx
cemetery,masan,n.,/masan/,మసాన్,मसान,Banjara_english.docx
centipede,jog,n.,/jog/,జోగ్,जोग,Banjara_english.docx
chafe,ag bukari,v.,/āg būkari/,ఆగ్ బూకరి,आग बकरि,Banjara_english.docx
chaff,baldi,n.,/bāldi/,బాల్ది,बाल्दि,Banjara_english.docx
chain,sankad / har,n.,/sankad/ /har/,సంకడ్ / హార్,संकड / हार,Banjara_english.docx
chair,kurci,n.,/kurci/,కుర్చి,कुर्चि,Banjara_english.docx
chameleon,dakno ghodo,n.,/dākno ghodo/,దాక్నో ఘోడో,दाक्नो घोडो,Banjara_english.docx
chance,adan / dekan,n.,/adan/ /dēkan/,అదన్ / దేకన్,अदन / देकन,Banjara_english.docx
chant,bolero,v.,/bolero/,బోలేరో,बोलेरो,Banjara_english.docx
character,ank / gon / nisani,n.,/ānk/ /gon/ /niśāni/,ఆంక్ / గోన్ / నిశాని,आंक / गोन / निशानि,Banjara_english.docx
characters,gon,n.,/gon/,గోన్,गोन,Banjara_english.docx
charm,mantar mar,v.,/mantar mär/,మంతర్ మార్,मंतर मार,Banjara_english.docx
charming,accodikavajako,adj.,/āccodikāvajako/,ఆచ్చోదికావజకో,आच्चोदिकावजको,Banjara_english.docx
charmingly,ladeti,adv.,/lādēti/,లాదేతి,लादेति,Banjara_english.docx
chase,bhadkayer,v.,/bhadkayer/,భద్కాయేర్,भदकायेर,Banjara_english.docx
chase by running,dapat,v.,/dapat/,దపత్,दपत,Banjara_english.docx
cheated,dhokapadago,adj.,/dhōkapadago/,ధోకపదగో,धोकपदागो,Banjara_english.docx
check,khvale,n.,/khvālē/,ఖ్వాలే,ख्वाले,Banjara_english.docx
check out,dekero,v.,/dekero/,దేకేరో,देकेरो,Banjara_english.docx
checking attendance,ayeju dek,n.,/āyēju dēk/,ఆయేజు దేక్,आयेजु देक,Banjara_english.docx
cheese,bali,n.,/bali/,బలి,बलि,Banjara_english.docx
chest,chamtti / hik,n.,/chamtti/ /hik/,ఛమ్త్తి / హిక్,छमत्ति / हिक,Banjara_english.docx
chickpea,cengya,n.,/cengya/,చెంగ్య,चेंग्या,Banjara_english.docx
childbirth,pide,n.,/pide/,పిదే,पिदे,Banjara_english.docx
children,chucapar,n.,/chucāpar/,ఛుచాపర్,छुचापर,Banjara_english.docx
chilly,marca,adj.,/marca/,మర్చ,मर्चा,Banjara_english.docx
chimera,thalo / nakam,n.,/thālo/ /nakām/,థాలో / నకామ్,थालो / नकाम,Banjara_english.docx
chimney,dhuyero bongu,n.,/dhūyēro bońgu/,ధూయేరో బొంగు,धूयेरो बोङ्गु,Banjara_english.docx
chip,tokda / ped,n.,/tokdā/ /ped/,తోక్దా / పేడ్,तोक्दा / पेड,Banjara_english.docx
chisel,uli,n.,/uli/,ఉలి,उलि,Banjara_english.docx
choice,cunler,n.,/cunler/,చున్లేర్,चुन्लेर,Banjara_english.docx
chop,phar,v.,/phar/,ఫర్,फर,Banjara_english.docx
chops,chirero,n.,/chīrēro/,ఛీరేరో,छीरेरो,Banjara_english.docx
chronicle,penar / pyanar,n.,/penar/ /pyānār/,పేనార్ / ప్యానార్,पेनार / प्यानार,Banjara_english.docx
chutney,acar / khvadi,n.,/acar/ /khvādi/,అచార్ / ఖ్వాది,अचार / ख्वादि,Banjara_english.docx
cinder,ludi,n.,/lüdi/,లూది,लूदि,Banjara_english.docx
cinema,silma,n.,/silmā/,సిల్మా,सिल्मा,Banjara_english.docx
circling,vintro / vint,n.,/vintro/ /vint/,వింత్రో / వింత్,विन्त्रो / विन्त,Banjara_english.docx
circular; rounded; spherical,gholosan,adj.,/ghōlōsān/,ఘోలోసాన్,घोलोसान,Banjara_english.docx
cistern,dabbo,n.,/dabbo/,దబ్బో,दब्बो,Banjara_english.docx
city,gam / sar,n.,/gām/ /sar/,గామ్ / సర్,गाम / सर,Banjara_english.docx
claim,pisabhand,v.,/pīsabhānd/,పీసభాంఢ్,पीसभान्ड,Banjara_english.docx
clan,pada,n.,/pādā/,పాదా,पादा,Banjara_english.docx
class,taragat,n.,/taragat/,తరగత్,तरगत,Banjara_english.docx
classifications,talnaker,n.,/tālnākēr/,తాల్నాకేర్,ताल्नाकेर,Banjara_english.docx
clay,malerdhud,n.,/mālērdhūd/,మాలేర్ధూద్,मालेर्धूद,Banjara_english.docx
clean,saphkarer,v.,/sāphkarer/,సాఫ్కరేర్,साफकरेर,Banjara_english.docx
cleanliness,catrayi,n.,/catrāyi/,చత్రాయి,चत्रायि,Banjara_english.docx
clearly,kubac,adv.,/kubāc/,కుబాచ్,कुबाच,Banjara_english.docx
clerk,gumasta,n.,/gumasta/,గుమస్త,गुमस्त,Banjara_english.docx
clever,calaki,adj.,/calāki/,చలాకి,चलाकि,Banjara_english.docx
climate,vatavaranam,n.,/vātāvaranam/,వాతావరణమ్,वातावरणम,Banjara_english.docx
climb,camd / cand,v.,/camd/ /cand/,చంద్ / చంద్,चन्द / चन्द,Banjara_english.docx
close,dhamyi,adj.,/dhamyi/,ధమ్యి,धम्यि,Banjara_english.docx
cloth worn around waist,dhoti,n.,/dhoti/,ధోతీ,धोती,Banjara_english.docx
cloths,latokda,n.,/latokdā/,లతోక్దా,लतोक्दा,Banjara_english.docx
cloud,vajal,n.,/vājal/,వాజల్,वाजल,Banjara_english.docx
cloud of dust,angolo,n.,/angolo/,అంగోలో,अंगोलो,Banjara_english.docx
clout,kocoti,n.,/kocōti/,కోచోతి,कोचोति,Banjara_english.docx
cloves,lung,n.,/lung/,లుంగ్,लुंग,Banjara_english.docx
coarse brown sugar,gol,n.,/gōl/,గోల్,गोल,Banjara_english.docx
cock,kukdo,n.,/kukdo/,కుక్దో,कुक्दो,Banjara_english.docx
cockroach,kosari,n.,/kośari/,కోశరి,कोशरि,Banjara_english.docx
cock's crow,bangro,n.,/bangro/,బంగ్రో,बंग्रो,Banjara_english.docx
coconut,naral,n.,/nāral/,నారల్,नारल,Banjara_english.docx
cold,si / silo,n.,/si/ /silo/,సి / సిలో,सि / सिलो,Banjara_english.docx
collapsed,kulgo,adj.,/kūlgō/,కూల్గో,कूल्गो,Banjara_english.docx
collect,vasul karer,v.,/vasul karer/,వసుల్ కరేర్,वसुल करेर,Banjara_english.docx
collection,bhelibhelayo,n.,/bhelībhēlāyo/,భేలీభేలాయో,भेलीभेलायो,Banjara_english.docx
comb,kangsi / va,n. / v.,/kāngsi/ /vā/,కాంగ్సి / వా,कांग्सि / वा,Banjara_english.docx
combine,golavo / dhan,v.,/goļāvo/ /dhān/,గోళావో / ధాన్,गोळावो / धान,Banjara_english.docx
combing,vayero,n.,/vāyērō/,వాయేరో,वायेरो,Banjara_english.docx
come,arocum / avo,v.,/ārōcum/ /āvō/,ఆరోచుమ్ / ఆవో,आरोचुम / आवो,Banjara_english.docx
come and get,layojako,v.,/lāyōjako/,లాయోజకో,लायोजको,Banjara_english.docx
coming,ari / arocum,n.,/ari/ /ārōcum/,అరి / ఆరోచుమ్,अरि / आरोचुम,Banjara_english.docx
command,kero / hukum,n.,/kērō/ /hukum/,కేరో / హుకుమ్,केरो / हुकुम,Banjara_english.docx
common; general,sadasida,adv.,/sādasida/,సాదసిద,सादसिदा,Banjara_english.docx
community,jan,n.,/jan/,జ్నన్,जन,Banjara_english.docx
companion,pyaro,n.,/pyaro/,ప్యారో,प्यारो,Banjara_english.docx
compare,pharak,v.,/pharak/,ఫరక్,फरक,Banjara_english.docx
compensation,phitge,n.,/phitge/,ఫిత్గే,फितगे,Banjara_english.docx
competition,hapte / hod,n.,/hapte/ /hōd/,హప్తే / హోద్,हप्ते / होद,Banjara_english.docx
complaint,pakarer,n.,/pakārēr/,పకారేర్,पकारेर,Banjara_english.docx
complete,khutad,adj.,/khutad/,ఖుతద్,खुतद,Banjara_english.docx
compliant,pakarer,adj.,/pakārēr/,పకారేర్,पकारेर,Banjara_english.docx
compose,jodero,v.,/jōdēro/,జోదేరో,जोदेरो,Banjara_english.docx
comprise,tarema bhellam,v.,/tārēmā bhellam/,తారేమా భెల్లమ్,तारेमा भेल्लम,Banjara_english.docx
compulsion,jorbar ti,n.,/jōrbar ti/,జోర్బర్ తి,जोरबर ति,Banjara_english.docx
compulsory,kumyiti / nam tapamju,adj.,/kūmyiti/ /nam tapamju/,కూమ్యితి / నమ్ తపమ్జు,कूम्यिति / नम तपमजु,Banjara_english.docx
conception,bangla,n.,/bangla/,బంగ్ల,बङ्गला,Banjara_english.docx
conciliate,kama,v.,/kama/,కమ,कम,Banjara_english.docx
condition,tarika,n.,/tarika/,తరిక,तरिका,Banjara_english.docx
conducts,thakul,n.,/thakul/,థకుల్,थकुल,Banjara_english.docx
confidence,bharosa,n.,/bharosa/,భరోస,भरोसा,Banjara_english.docx
confirm,katto kar,v.,/kāttō kar/,కాత్తో కర్,कात्तो कर,Banjara_english.docx
